id,class
5797,F
5799,F
5801,F
5803,F
5805,F
5807,F
5809,F
5811,F
5813,F
5815,F
5817,F
5819,F
5821,F
5823,F
5825,F
5827,F
5829,F
5831,F
5833,F
5835,F
5837,F
5839,F
5841,F
5843,F
5845,F
5847,F
5849,F
5851,F
5853,F
5855,F
5857,F
5859,F
5861,F
5863,F
5865,F
5867,F
5869,F
5871,F
5873,F
5875,F
5877,F
5879,F
5881,F
5883,F
5885,F
5887,F
5889,F
5891,F
5893,F
5895,F
5897,F
5899,F
5901,F
5903,F
5905,F
5907,F
5909,F
5911,F
5913,F
5915,F
5917,F
5919,F
5921,F
5923,F
5925,F
5927,F
5929,F
5931,F
5933,F
5935,F
5937,F
5939,F
5941,F
5943,F
5945,F
5947,F
5949,F
5951,F
5953,F
5955,F
5957,F
5959,F
5961,F
5963,F
5965,F
5967,F
5969,F
5971,F
5973,F
5975,F
5977,F
5979,F
5981,F
5983,F
5985,F
5987,F
5989,F
5991,F
5993,F
5995,F
5997,F
5999,F
6001,F
6003,F
6005,F
6007,F
6009,F
6011,F
6013,F
6015,F
6017,F
6019,F
6021,F
6023,F
6025,F
6027,F
6029,F
6031,F
6033,F
6035,F
6037,F
6039,F
6041,F
6043,F
6045,F
6047,F
6049,F
6051,F
6053,F
6055,F
6057,F
6059,F
6061,F
6063,F
6065,F
6067,F
6069,F
6071,F
6073,F
6075,F
6077,F
6079,F
6081,F
6083,F
6085,F
6087,F
6089,F
6091,F
6093,F
6095,F
6097,F
6099,F
6101,F
6103,F
6105,F
6107,F
6109,F
6111,F
6113,F
6115,F
6117,F
6119,F
6121,F
6123,F
6125,F
6127,F
6129,F
6131,F
6133,F
6135,F
6137,F
6139,F
6141,F
6143,F
6145,F
6147,F
6149,F
6151,F
6153,F
6155,F
6157,F
6159,F
6161,F
6163,F
6165,F
6167,F
6169,F
6171,F
6173,F
6175,F
6177,F
6179,F
6181,F
6183,F
6185,F
6187,F
6189,F
6191,F
6193,F
6195,F
6197,F
6199,F
6201,F
6203,F
6205,F
6207,F
6209,F
6211,F
6213,F
6215,F
6217,F
6219,F
6221,F
6223,F
6225,F
6227,F
6229,F
6231,F
6233,F
6235,F
6237,F
6239,F
6241,F
6243,F
6245,F
6247,F
6249,F
6251,F
6253,F
6255,F
6257,F
6259,F
6261,F
6263,F
6265,F
6267,F
6269,F
6271,F
6273,F
6275,F
6277,F
6279,F
6281,F
6283,F
6285,F
6287,F
6289,F
6291,F
6293,F
6295,F
6297,F
6299,F
6301,F
6303,F
6305,F
6307,F
6309,F
6311,F
6313,F
6315,F
6317,F
6319,F
6321,F
6323,F
6325,F
6327,F
6329,F
6331,F
6333,F
6335,F
6337,F
6339,F
6341,F
6343,F
6345,F
6347,F
6349,F
6351,F
6353,F
6355,F
6357,F
6359,F
6361,F
6363,F
6365,F
6367,F
6369,F
6371,F
6373,F
6375,F
6377,F
6379,F
6381,F
6383,F
6385,F
6387,F
6389,F
6391,F
6393,F
6395,F
6397,F
6399,F
6401,F
6403,F
6405,F
6407,F
6409,F
6411,F
6413,F
6415,F
6417,F
6419,F
6421,F
6423,F
6425,F
6427,F
6429,F
6431,F
6433,F
6435,F
6437,F
6439,F
6441,F
6443,F
6445,F
6447,F
6449,F
6451,F
6453,F
6455,F
6457,F
6459,F
6461,F
6463,F
6465,F
6467,F
6469,F
6471,F
6473,F
6475,F
6477,F
6479,F
6481,F
6483,F
6485,F
6487,F
6489,F
6491,F
6493,F
6495,F
6497,F
6499,F
6501,F
6503,F
6505,F
6507,F
6509,F
6511,F
6513,F
6515,F
6517,F
6519,F
6521,F
6523,F
6525,F
6527,F
6529,F
6531,F
6533,F
6535,F
6537,F
6539,F
6541,F
6543,F
6545,F
6547,F
6549,F
6551,F
6553,F
6555,F
6557,F
6559,F
6561,F
6563,F
6565,F
6567,F
6569,F
6571,F
6573,F
6575,F
6577,F
6579,F
6581,F
6583,F
6585,F
6587,F
6589,F
6591,F
6593,F
6595,F
6597,F
6599,F
6601,F
6603,F
6605,F
6607,F
6609,F
6611,F
6613,F
6615,F
6617,F
6619,F
6621,F
6623,F
6625,F
6627,F
6629,F
6631,F
6633,F
